id,description,object_img
619,"Фотография. Д. А. Краснопёров и Леонид Абрамович Юзефович.  ПКМ-21119/14 фотобумага,фотопечать     Погрудное изображение двух мужчин: слева на фото молодой человек в темных пиджаке и рубахе, с галстуком в широкую полоску, мужчина справа изображен со спины; на фоне высоких окон.",762
1367,"Фотография. Пермь. Мост через р. Данилиху. ДИ/Ф-102 ПОКМ-10927/16 клей,фотопечать черно-белая,картон,фотобумага (глянцевая)     Вид на железнодорожный мост поддерживаемый двумя массивными опорами, расположенный через реку. На нем паровоз с вагонным составом. На воде несколько лодок с пассажирами. На заднем плане холм с жилыми одноэтажными и двухэтажными домами.",1361
2883,"Фотонегатив пленочный. Бляха с изображением трех фигур. Бронза, литье. Размер 6,4х5 см.  ПОКМ-18204/18 фотопленка,фотосъемка    Тартаковский Сергей А. (Фотограф) Изображение на светлом фоне бляхи с тремя мужскими фигурами.",524
172,"Изразец гладкий стенной  ПОКМ-19181/55 полива,формовка,эмаль (белая),глина (красная, грубо-кирпичная)      Фрагмент лицевой пластины изразца  покрытой белой эмалью, с  фрагментом румпы, отступающей от края лицевой пластины. (ПГУ 1636/53, Р-2, уч. Д/36, гл. - 0,8 м)",1880
925,"Фотография А.С. Терехин, Л. Давыдычев и Лиза Мушан в Нижней Курье.  ПОКМ-19355/109 фотопечать,фотобумага     ",769
201,"Фотонегатив стеклянный. Этнография коми-пермяков. Крестьянки села Косы Чердынского уезда (вид сзади).  ПОКМ-10820/105 стекло     Изображение трех сидящих спиной к объективу женщин, на них кокошники (на женщинах слева и в центре) или самшур (на женщине справа), рубашки темного (на женщине слева) и светлого (на женщинах в центре и справа) цвета, сарафаны с поясами.",191
2540,"Фотонегатив пленочный. Панорама застройки центральной части города.  ПОКМ-15011/32 фотосъемка,пленка    Котляков Эдуард Николаевич (Фотограф) Изображение улиц города, на переднем плане стоят невысокие дома. На заднем плане - большие высотные здания. Чуть дальше находятся строящиеся, рядом с ними стоят краны. Снимок сделан с высокого здания.",1049
1142,"Фотография. Фрагмент выставки «Шлак» объединения «ОДЕКАЛ» в Пермском областном краеведческом музее.  ПОКМ-20346/22 фотобумага,фотопечать     ",522
2434,"Монета ДМ/Н-703 ПОКМ-3870/14 серебро; штамповка D=28 мм 1815г. г. Санкт-Петербург  : в центре - герб Российской империи (двуглавый орел с тремя коронами, скипетром и державой, с цепью ордена Андрея Первозванного и гербом Москвы на груди). Под лапами орла буквы «МФ».  По краю -  круговая надпись: «МОНЕТА ПОЛТИНА 1815» и рубчатый ободок. в центре, в обрамлении венка из лавровой и дубовой ветвей с императорской короной вверху, расположена надпись в 4 строки: «ЧИСТАГО СЕРЕБРА 2 ЗОЛОТН. 10 1/2 ДОЛЕЙ», ниже под чертой буквы «С.П.Б.». По краю – рубчатый ободок. надпись вдавленными буквами: ""СЕР. 83 1/3 ПРОБЫ 2 ЗОЛ. 41 7/25 ДОЛИ""",22
1335,"Фотография. Уральский семинар секретарей комитетов ВЛКСМ производственных управлений. «На коммунистический субботник»  ПОКМ-18530/2298 фотопечать,фотобумага     ",1294
640,"ПЗС. Пронизка-уточка шумящая с пронизью  ПКМ-21222/483 бронза,литье     Отливка полая, снизу открыта, выполнена в форме стилизованной фигурки уточки. На спине имеется отверстие для продергивания ремешка, вместо лап - округлые выступы с отверстием в центре - вероятно, для привесок. В отверстие на спине пропущен кожаный ремешок, на него одета бронзовая зонная бусина - размещается над спиной фигурки, видимо, является фрагментом пронизи. Туловище орнаментировано желобками, образующими двойную горизонтальную волну, хвост отмечен насечками. (Д.- № 2367, [18], погр. 129)",1932
79,"Фотография. Элемент резного украшения дома №12 по ул. Горького.  ПОКМ-19814/1390 фотопечать,фотобумага     Изображено круглой формы резное деревянное украшение деревянного дома.",1475
2571,"Фотокопия. Дети мотовилихинского рабочего П.И. Сажина.  ПОКМ-10959/67 фотобумага,фотопечать     Трое детей возле маленького стола, на столе альбом с фотографиями, в руках у девочек цветы.",948
2889,"Гербарий. Марьяник гребенчатый. Melampyrum cristatum L., (1753)  ПОКМ-7190/161 высушено,смонтировано на лист а3 формата,гербарий,расправлено    Теплоухов Федор Александрович Два цветущих растения, стебель одного согнут",2814
2176,"ПЗС. Пронизка ""кричащая птица""  ПКМ-21125/17 литье,бронза     Пронизка полая объемная в виде птицы с головой хищного животного, верх и низ пронизки имеют вид полой трубочки. Голова похожа на собачью или волчью, туловище хищной птицы: большие крылья сложены на спине, украшены узкой продольной полосой ""жемчужин"", хвост опущен вниз, когтистые лапы охватывают нижнюю часть трубочки.",2129
2953,"Фотография. Уральский семинар секретарей комитетов ВЛКСМ производственных управлений. «КВН».  ПОКМ-18530/2300 фотопечать,фотобумага     ",1283
889,"Гербарий. Рдест плавающий. Potamogeton natans L., 1753  ПОКМ-7190/6 гербарий,высушено,расправлено,смонтировано на лист а3 формата    Теплоухов Федор Александрович Цветущее растение",2745
2445,"ПЗС. Пронизка птицевидная шумящая  ПОКМ-19277/41 литье по восковой модели,бронза     Отливка объемная полая в виде фигурки птицы, снизу открыта, на спине - отверстие для продергивания ремешка, внизу спереди два поперечных кольца для крепления подвесок. Фигурка птицы стилизована, головка с боков сплюснута, глаза в виде ""жемчужин"", клюв большой, загнут вниз. Длинная цилиндрическая шейка декорирована кольцевыми гладкими и с насечкой валиками, нижняя часть туловища оконтурена такими же валиками, тулово украшено дуговидными валиками с насечкой, хвост в виде небольшой пластинки, отогнут вверх. Привески состоят из одного звена щитковой цепочки с бубенчиком на конце. У бубенчиков вместо цилиндрической шейки пластина, переходящая в кольцо, пластина и шаровидное тулово декорированы гладкими продольными валиками.",2169
2089,"Фотонегатив пленочный. Каменский В.В., поэт, во дворе своего дома в селе Троица. 1930-е гг. (снимок сделан с фотографии, хранящейся у Каменской Е.В., внучки поэта).  ПОКМ-18082/14 фотосъемка,фотопленка    Загуляев Евгений Николаевич (Фотограф) ",652
207,"ПЗС. Пронизка ""кричащая птица"" А/РЖВС-192 ПОКМ-10836/52 литье по восковой модели,бронза     Пронизка полая объемная в виде птицы с головой хищного животного, верх и низ пронизки имеют вид полой трубочки. Голова похожа на собачью или волчью, выделена открытая пасть, глаза обозначены кружками, уши - бороздкой по контуру и углублением в центре. Птичье туловище принадлежит хищной птице, большие крылья сложены на спине, украшены узкой продольной полосой мелких округлых выпуклин, хвост опущен вниз, когтистые лапы охватывают нижнюю часть трубочки. На обеих концах трубочки по три гладких узких поперечных кольцевых валика.",2029
2789,"ПЗС. Пронизка ""кричащая птица""  ПОКМ-11374/67 литье по восковой модели,бронза     Объемная полая отливка в виде птицы с головой хищного животного. Верхняя и нижняя часть имеют вид трубочки с гладкими кольцевыми валиками на концах. Когтистые лапы птицы охватывают нижнюю часть трубочки. Голова похожа на собачью/волчью, углубленным контуром отмечены уши и пасть. Туловище птичье, крупные крылья сложены на спине, хвост опущен вниз. Оперение крыльев подчеркнуто цепочкой мелких круглых ""жемчужин"".",2004
630,"Фотография. В.В. Кузнецов с коллегами на ноябрьской демонстрации.  ПКМ-21546/158 фотопечать,фотобумага     Черно-белое изображение женщины и трех мужчин в теплой одежде возле группы людей (демонстрантов), знамени. Края фотографии оформлены фигурным резаком.",1257
576,"Ятаган ОР-54 ПОКМ-4607 дерево,сталь,металл белый,ковка     Клинок однолезвийный  ятаганного типа, с двойным изгибом. Под обухом с обеих сторон узкий дол. На правой стороне клинка гравированное изображение из стилизованного цветка из которого выходят наконечники копий. На левой стороне – надпись (см. “надписи”). Клинок в районе пяты сверху обернут фольгой из белого металла с прорезным растительным орнаментом. Крестовина не предусмотрена. Рукоять образована двумя щечками из темно – коричневого рога, скрепленных четырьмя латунными заклепками. Головка рукояти вмонтирована в обойму из полосы металла, украшенную чеканным растительным орнаментом.",2230
2557,"Фотография. Танцевальный зал дворца культуры им. Я.М. Свердлова. Физкультурный зал.  ПОКМ-20702/28 фотобумага,фотопечать    Кузнецов Матвей Иосипович (Осипович) (Фотограф) Спортивный зал. В зале - ""шведская стенка"", ""конь"", ""бревно"" - спортивные снаряды.",354
798,"Изразец гладкий расписной - поясовой  ПКМ-21157/3 глина (красная, грубо-кирпичная),эмаль (белая, синяя),формовка,роспись,эмалирование     Лицевая поверхность покрыта белой эмалью. Роспись в виде пересекающихся линий синей эмали. Румпа отступающая от края лицевой пластины (ПГУ 1878/, Р-1, уч. VII /18, гор. 5)",1750
1022,"Фотонегатив пленочный. Шумящая подвеска с изображением двух коней и личины между ними (XI в.). Бронза, литье. Размер 13,5х5,5 см.  ПОКМ-18204/19 фотопленка,фотосъемка    Тартаковский Сергей А. (Фотограф) Изображение на светлом фоне коньковой подвески. Из пяти цепочек полностью сохранились только три.",551
1751,"Фотография. Фрагмент опоры навеса над входом в здание по ул. Горького.12.  ПОКМ-19814/1398 фотопечать,фотобумага     Изображена кованная деталь опоры навеса.",1471
1766,"Фотография. Уральский семинар секретарей комитетов ВЛКСМ производственных управлений. «Приятного аппетита!»  ПОКМ-18530/2295 фотопечать,фотобумага     ",1338
2301,"ПЗС. Пластина прорезная с изображением антропоморфной фигуры  ПКМ-21125/6 литье,бронза     Пластина плоская односторонняя прорезная, в центре - антропоморфная фигура с крупной головой, отмечены глаза и нос, руки согнуты в локтях и разведены в стороны (на правой руке четыре пальца, на левой пальцы не выделены), туловище тонкое вытянутое, орнаментировано резной ""елочкой"" и похоже на изображение позвоночника, ноги расставлены в стороны, дуговидные, опираются на фигурку стилизованного ящера, по бокам композиция ограничена столбиками (правый - с насечками, левый - гладкий), которые заканчиваются на уровне рук, выше переходят в стилизованные лосиные головы.",2167
1892,"Фотография. День физкультурника. Стадион «Прикамье».  ПОКМ-18530/2269 фотопечать,фотобумага     ",1286
2912,"Этюд. ""Экспедиция на Южной Кельтме""  ПКМ-21331/46 масло,картон    Тумбасов Анатолий Николаевич Этюд на плотном картоне. Летний пейзаж. На переднем плане голубовато-белая водная гладь узкой реки, длинная деревянная лодка и катер со стоящим человеком (справа). На среднем плане растущий стеной по  обе стороны реки смешанный лес в светло-зеленых тонах, вдали участок белесого неба.",2608
1355,"Гербарий. Кубышка желтая. Nuphar lutea (L.) Sm.  ПОКМ-7190/39 гербарий,высушено,расправлено,смонтировано на лист а3 формата    Теплоухов Федор Александрович Лист, два цветка",2701
2206,"Фотография. Комитет ВЛКСМ П.Г.П.И.  ПОКМ-18530/701 фотобумага,фотопечать     Изображена группа  молодых людей в три ряда ( 2 юношей и 13 девушек) на  фоне темного занавеса. Первый ряд сидит, второй и третий - стоят. Фотография аннотирована.",1642
1483,"Фотонегатив пленочный. Сцена из спектакля «Женитьба». Театр «У моста».  ПОКМ-18907/51 фотосъемка,фотопленка    Селиверстов Михаил Анатольевич (Фотограф) ",847
381,"Фотография. Дом № 6 по ул. Кирова.  ПОКМ-19814/1400 фотопечать,фотобумага     Изображен двухэтажный каменный дом, с левой стороны виднеется стена дома. Перед домами тротуар и дорога, на которой стоят двое мужчин, одетых в зимнюю одежду. На тротуаре лежит снег.",1439
1947,"Фотография. Общегородское комсомольское собрание в ДК железнодорожников.  ПОКМ-18530/126 фотобумага,фотопечать     Изображен стол, покрытый тканью, за которым  трое мужчин в костюмах, и одна женщина в платье и жакете. Второй слева мужчина и первая справа женщина стоят, остальные сидят. На столе стоит графин и стакан, перед столом, слева, высокое декоративное растение. На заднем плане стена, украшенная занавесом и портретом мужчины. Возле стены сидят женщина и мужчина. Фотография аннотирована.",1706
1010,"Фотография. Зональная комсомольская школа. Поток заворгов.  ПОКМ-18530/2290 фотопечать,картон,фотобумага     ",1344
1105,"Фотография. Пермь. Общий вид с западной стороны. ДИ/Ф-96 ПОКМ-10927/9 клей,фотопечать черно-белая,картон,фотобумага (глянцевая)    [Якунин Александр Александрович] (Фотограф) Вид на город сверху в летний день. На переднем плане вид на крыши зданий с трубами, справа  на прямоугольной площади расположено небольшое одноэтажное здание с вывеской: ""Торговля мануфактурными товарами"".  Слева - церковь с колокольней, завершающейся шпилем, за ней река.",1380
2934,"Фотография. Пермская зональная комсомольская школа.  ПОКМ-18530/2288 фотопечать,картон,фотобумага     ",1350
2816,"Гербарий. Горечавка лёгочная. Gentiana pneumonanthe L.  ПОКМ-7190/93 расправлено,смонтировано на лист а3 формата,гербарий,высушено    Теплоухов Федор Александрович Два цветущих растения",2826
1855,"ПЗС. Пряжка с головой медведя на щитке  ПКМ-21351/140 литье,ковка,железо,бронза     Пряжка цельнолитая прорезная с подвижным язычком трапециевидной формы, кольцо-приемник прямоугольной формы, наружные углы имеют закругленные выступы, вместо щитка - прямоугольная рамка, между рамкой и кольцом прорезная площадка с рельефным изображением головы медведя, боковые стороны обозначают передние лапы, носом повернута к кольцу-приемнику. Голова выполнена в реалистичной манере: выделены закругленные уши, между ушами - вертикальная полоса, глаза в виде выпуклых кружков подчеркнуты углубленным контуром. Лицевая поверхность пряжки (кроме рамки) декорирована косыми насечками, подвижный язычок закреплен в отверстии между носом медведя кольцом-приемником, выполнен из железа - вероятно, взамен утраченного бронзового (1974/312; погр. 197; р. I, уч. LIX/78, гл. +0,75 м.)",1892
1400,"Картина. ""Река"".  ПОКМ-18616/12 масло,холст    Коротаев Вячеслав Вениаминович ",2595
1009,"Фотонегатив пленочный. «Новая Бахаревка», новый район застройки города.  ПОКМ-15000/78 фотосъемка,пленка    Загуляев Евгений Николаевич (Фотограф) Изображение нескольких пятиэтажных домов. На переднем плане небольшая лужайка между домами, засаженная деревьями.",1068
1990,"Фотография. Ул. Кирова.  ПОКМ-19814/1408 фотопечать,фотобумага     Изображена часть трехэтажного каменного дома с рядами окон и фигурной каменной кладкой, справа примыкает двухэтажный каменный дом с рядами окон и балконом. Между домами арка, ведущая во двор. В глубине двора виднеется часть двухэтажного каменного дома. На переднем плане дорога и тротуар, на котором лежит снег, стоит столб, на котором закреплены провода.",1451
2734,"Фотонегатив пленочный. Строительство химкомплекса ПНПК. Аператоры А. Дозмаров и Н. Хорошавин тестируют оборудование.  ПОКМ-15000/126 фотосъемка,пленка    Загуляев Евгений Николаевич (Фотограф) Портрет погрудный двух мужчин, одетых в рабочую одежду и строительные каски. Вид сбоку. У одного из мужчин голова немного повёрнута и приподнята рука.",1061
594,"Гербарий. Шиповник игольчатый. Rosa acicularis Lindl.  ПОКМ-7925/42 гербарий,высушено,расправлено,смонтировано на лист а3 формата    Теплоухов Федор Александрович Цветущая ветвь.",2934
1604,"Изразец гладкий расписной - карниз угловой А/РУС-132 ПОКМ-18870/39 [эмаль (белая, синяя, голубая)],глина (красная),эмалирование,формовка,роспись     Карниз печной угловой, лицевая поверхность с квадратными выпуклинами, румпа коробчатая (ПГУ 1706/108. Р-1, уч. Л/52, гл. до 0,4 м)
",1798
2728,"Фотография. Дом в д. Даньковой.  ПОКМ-19814/485 фотобумага,фотопечать     Изображен сфотографированный с угла бревенчатый дом с 5-ю окнами и дверью.",1548
1949,"Фотография. Плюснина А.П. в спектакле Пермского городского театра.  ПКМ-21169/6 фотопечать,картон (паспарту),фотобумага    Якунин Александр Александрович (Фотограф) Молодая женщина (в полный рост, поворот 1/4 влево) в светлом сарафане, надетом поверх темной юбки, в светлой кофте с длинным рукавом, по горловине прошита темная узкая тесьма. Без головного убора. В левой руке держит туесок, в правой - небольшой узелок. На заднем плане панно с изображением деревьев, кустарников.",1227
2992,"Фотонегатив стеклянный. Этнография коми-пермяков. Поездка на санях осенью-весной.  ПОКМ-10820/49 стекло     Изображение лошади (слева), запряженной в деревянные сани (справа), за санями мужчина в шапке, теплом шабуре; далее деревья, деревянные дома и постройки, забор; везде снег.",203
567,"Фотография. Группа старых коммунисток и жен коммунистов Мотовилихи в день 20-летия РККА.  ПОКМ-18530/57 фотобумага,фотопечать     Изображена большая группа пожилых женщин, среди которых один пожилой мужчина с наградами вдоль лацкана пиджака. Группа расположена в три ряда в помещении с высоким потолком, на фоне небольшой лестницы сро светлыми перилами, ведущей на 2-ой ярус, огороженный невысокой балюстрадой. Первый ряд сидит, остальные стоят.  Фотография аннотирована на лицевой стороне.",1699
853,"Фотонегатив пленочный. Пленум ВЛКСМ Коми-округа.  ПОКМ-18530/82 фотопленка,фотосъемка     Групповой снимок на открытом воздухе. На фоне зелени расположились в четыре ряда парни и девушки, одетые в военную форму без погон и штатские пиджаки, платья и кофточки.",1718
1017,"ПЗС. Подвеска - личина  ПОКМ-11405/56 литье,бронза     Подвеска плоская односторонняя, в центре - схематическое изображение антропоморфной фигуры в фас: лоб и нос показаны в более высокой плоскости, глаза в виде ""жемчужин"" овальной формы, ниже личины, возможно, стилизованное изображение животного на тонких длинных ногах. Над личиной - выступающее ушко для подвешивания.",2056
1909,"Фотография. А. Лунин.  ПОКМ-19401/574 картон,клей,фотобумага,фотопечать    Москвин Анатолий Анатольевич (Фотограф) ",476
540,"Монета ДМ/Н-97 ПОКМ-17031/14 серебро; штамповка Д.28 мм 1813 г. Санкт-Петербург  В центре - российский герб (двуглавый орел с тремя коронами, гербом Москвы на груди и цепью ордена Андрея Первозванного). Под ним буквы минцмейстера ""ПС"". По краю - круговая надпись: ""МОНЕТА ПОЛТИНА *1813*""  и рубчатый ободок. В обрамлении венка из лавровой и дубовой ветвей  с императорской короной вверху, в центре четырехстрочная надпись: ""ЧИСТАГО/ СЕРЕБРА / 2 ЗОЛОТН.  / 10 ½ ДОЛЕЙ."" Ниже под чертой буквы ""С.П.Б."". По краю - рубчатый ободок. Надпись: ""Сер.83 1/3 пробы 2 зол.41 7/25 доли""",29
1171,"
                Старушки из деревни Заречка Верх-Язьвинской волости Чердынского уезда  ПОКМ-10820/128 стекло     Попоясное изображение двух сидящих пожилых женщин, на них кокошники с узорами, рубашки, цветные сарафаны; за женщинами бревенчатая стена с торчащей между бревнами сухой травой.",131
92,"Фотография. Сотрудники Пермского Окрвоенкомата в день 11-летия Октября.  ПОКМ-11453/426 фотобумага,картон,фотопечать,клей    Марков С. (Фотограф) ",876
275,"Фотография. Дом № 6 по ул. Кирова.  ПОКМ-19814/1401 фотопечать,фотобумага     Изображен двухэтажный каменный дом с рядами окон, в центре входная дверь. Слева от двери стоит скамейка, на которой сидят двое мужчин, одетых в зимнюю одежду. Перед домом тротуар и дорога. На тротуаре лежит снег.",1441
1497,"Пистолет с кремневым замком, дульнозарядный. ОР-19 ПОКМ-4572 дерево,кожа,производство промышленное,металл     Ствол круглый в сечении, без прицельных приспособлений. Замок открытый, с шаровидным спуском, черкесского типа. Ложа деревянная, оклеена черной кожей. Цевье короткое, скреплено со стволом двумя обоймицами. Прибор железный.",2258
2920,"Фотонегатив стеклянный. Этнография коми-пермяков. Мать с дочерью из деревни Кривцы Гайнской волости.  ПОКМ-10820/111 стекло     Погрудное изображение двух женщин в украшенных бисером кокошниках, теплых зипунах темного цвета.",299
2881,"Картина. ""Падь Крестовая"".  ПКМ-21304/4 масло,холст    Новиньков Юрий Алексеевич ",2496
1595,"Фотография. Белоногов Дмитрий Яковлевич, член ССРМ на Пермской городской электростанции.  ПОКМ-18530/1207 фотопечать,фотобумага     ",1392
148,"Изразец гладкий расписной - поясовой А/РУС-118 ПОКМ-18870/25 роспись,полива,формовка,[эмаль (белая, синяя, голубая)],глина (красная)     Изразец поясовой, лицевая поверхность выпуклая, роспись в виде схематичного изображения цветка в овальном медальоне, румпа коробчатая (ПГУ 1706/41, уч. Л/52, гл. до 0,4 м)
",1853
535,"Изразец рельефно-расписной - печной подзор  ПОКМ-19622/273 полива,эмаль,глина (красная),формовка     ",1829
1317,"Гербарий. Герань лесная. Geranium sylvaticum L. (1753)  ПОКМ-7190/54 расправлено,смонтировано на лист а3 формата,гербарий,высушено    Теплоухов Федор Александрович Цветущее растение",2870
1194,"Фотография. Пермский отдел милиции.  ПКМ-21364/14 фотопечать,фотобумага     Группа людей в милицейской форме, расположенных перед входом в здание из кирпича. На стене висит табличка, просматривается текст ""МВД СССР. Отдел внутренних дел Исполнительного Комитета Пермского районного Совета Народных депутатов Пермской области. Милиция"".",418
2589,"Фотография. С.А. Окулов с женой.  ПОКМ-11453/333 фотобумага,фотопечать     ",915
1206,"Этюд. ""Лесная речка"". ИЗО/ЖГБ-776 ПОКМ-20335/2 масло,картон    Гончар Владимир Яковлевич Этюд вертикального формата, летний пейзаж в терракотовых, охристых, сине-зеленых и желто-зеленых тонах: на переднем плане заросший травой берег, спокойная гладь маленькой речки. На среднем и дальнем плане пышные купы деревьев, горная местность с пологими склонами. Высокий горизонт. Небо в холодных серо-голубых тонах.",2581
1502,"Фотография. Химики-лаборанты. Конкурс агитбригад. ДК Кирова. «Кировец».  ПОКМ-18530/2256 фотопечать,фотобумага     ",1330
2194,"ПЗС. Подвеска коньковая (основа)  ПКМ-21118/364 литье,бронза     Подвеска шумящая коньковая. Основа односторонняя, образована двумя конскими головками на выгнутых шеях, повернутых в разные стороны, вверху между ними - петелька для подвешивания в виде выступающей арки с круглым отверстием. Головы крупные, уши выделены выступами, гривы – поперечными насечками. В центре основы – прорезь из двух треугольников, соединяющихся вершинами, поверхность вокруг отверстия украшена геометрическим орнаментом из прямых и ломанных линий, заключенных в трапециевидную рамку. Вдоль нижнего края – шесть отверстий для крепления привесок.  (погр. 72 [8], № Д. - 1558)",2046
1907,"Гербарий. Майник двулистный. Maianthemum bifolium (L.) F.W.Schmidt (1794)  ПОКМ-7190/18 смонтировано на лист а3 формата,гербарий,высушено,расправлено    Теплоухов Федор Александрович Четыре растения с плодами",2697
876,"Фотография. VIII пленум Пермского ОК ВЛКСМ. Черданцев Ю.П., первый секретарь Березник Г.К.  ПОКМ-18530/2331 фотопечать,фотобумага     ",1356
435,"Фотонегатив пленочный. Глиц С.М., Оглоблина З., Каменский В.В., Оленев Н.Г., Вилькин, Блок В.Я., Бельский В.И. в редакции газеты «Звезда». Город Пермь, 1936 г. (негатив сделан с фотографии, хранящейся в ГАПО, р. 1588, оп. 1, д. 660).  ПОКМ-18082/35 фотосъемка,фотопленка    Загуляев Евгений Николаевич (Фотограф) ",642
361,"Кинжал кавказского типа, сувенирный. ОР-1009 ПКМ-21238/10 металл,кожа искусственная,литье,гравировка     Сувенирный кинжал кавказского типа. Рукоять из белого металла, украшена растительным орнаментом, клинок двулезвенный с одним долом. Клинок украшен орнаментом и надписями.",2415
1797,"Фотография. Николай Яковлевич Леонов.  ПОКМ-19233/46 фотобумага,картон,фотопечать    Федоров Алексей Федорович (Фотограф) ",1519
1435,"Фотография. Г. Пермь. Главный фасад ППИ.  ПОКМ-19594/111 фотобумага,фотопечать     ",784
553,"Ствол, мортиры фальшбортной малой.  ПОКМ-4748 чугун,литье промышленное     Ствол с цапфами, чугунный, круглый, короткий с коническим каналом без дульного возвышения. Украшен шестью отдельными фризами. Винград в форме сплющенного шара с навершием. Запальное отверстие сверху.",2378
1953,"ПЗС. Пластина прорезная - антропоморфная фигура в окружении человеколосей  ПОКМ-11405/51 литье,бронза     Пластина плоская односторонняя прорезная. В центре композиции  - антропоморфная фигура в полный рост в фас, признаки пола отсутствуют, но по контуру лица проходит узкий валик с косыми насечками - возможно, борода или гривна. Выделен крупный нос (рельефом), большие круглые глаза и рот. Трехпалые руки опущены вниз, на прямых расставленных ногах тоже по три пальца. Над головой имеется прямоугольный выступ с тремя продольными бороздками, не ясно, прическа это либо головной убор. По обе стороны от центральной фигуры стоят человеколоси в профиль. Вместо рук у них крылья, верхняя часть торсов покрыта поперечными насечками, что они обозначают, непонятно, отмечены признаки мужского пола. Фигуры стоят на ящере, у которого по центру туловища идет продольная линия из углубленных треугольников, от которой вниз отходят три поперечных насечки, возможно, обозначены ребра. Мелкие детали переданы углубленным контуром. По бокам – псевдовитые столбики.",2058
2141,"Копье. Багор (наконечник). ОР-142 ПОКМ-4695 ковка,металл     Наконечник копья (багра) кованый, с фигурным перехватом; перо узкое, листовидной формы, в сечении треугольное, тулея конусообразная, на шейке крюк, загнутый в сторону древка.",2401
2148,"Фотография. Неизвестные мужчина и женщина.  ПКМ-21385/36 клей,печать фотосалона (выходные данные фотосалона),фотопечать,картон,фотобумага    Якунин Александр Александрович (Фотограф) ",1198
903,"Гербарий. Галения рогатая. Halenia corniculata (L.) Cornaz  ПОКМ-7190/107 расправлено,смонтировано на лист а3 формата,гербарий,высушено    Теплоухов Федор Александрович Три растения с плодами",2847
657,"Фотонегатив стеклянный. Этнография коми-пермяков. Старики с бивой.  ПОКМ-10820/191 стекло     Изображение трех сидящих на резных стульях мужчин в шапках, цветных рубахах, с расшитыми узорами поясами; за мужчинами слева частично видно бревенчатую избу, в центре - глухой крытый забор, закрытые ворота, справа - листву.",303
2033,"Стрела, китайская с железным наконечником, отравленная.  ПОКМ-5334/4 перо птичье,дерево,железо,кустарное производство     Деревянная стрела с железным плоским наконечником и оперением из пера птицы.",2392
2631,"Гербарий. Вероника щитковая. Veronica scutellata L.  ПОКМ-7190/188 смонтировано на лист а3 формата,гербарий,высушено,расправлено    Теплоухов Федор Александрович Растение с плодами",2772
